airport_id,airport_name,city_id
FIK,Finke,FIK
FIL,Municipal,FIL
FIN,Finschhafen,FIN
FIV,Five Finger,FIV
FIZ,Fitzroy Crossing,FIZ
FJR,Al-Fujairah International,FJR
FKB,Baden-Airpark,FKB
FKI,Bangoka International Airport,FKI
FKJ,Fukui,FKJ
FKL,Venango Regional Airport,FKL
FKN,Municipal,FKN
FKQ,Fak Fak Airport,FKQ
FKS,Fukushima Airport,FKS
FLA,Capitolio Airport,FLA
FLB,Cangapara,FLB
FLC,Falls Creek,FLC
FLD,Fond Du Lac,FLD
FLE,Fort Lee AAF,PTB
FLF,Schaferhaus,FLF
FLG,Flagstaff Pulliam Airport,GCN
FLH,Flotta,FLH
FLI,Flateyri,FLI
FLJ,Falls Bay,FLJ
FLL,Fort Lauderdale-Hollywood International Airport,FLL
FLM,Filadelfia,FLM
FLN,Hercilio Luz International Airport,FLN
FLO,Florence Airport,FLO
FLP,Flippin,FLP
FLR,Firenze-Peretola Airport,FLR
FLS,Flinders Island Airport,FLS
FLT,Flat,FLT
FLU,Flushing,NYC
FLV,Sherman AAF,FLV
FLW,Santa Cruz Airport,FLW
FLX,Municipal,NFL
FLY,Finley,FLY
FMA,El Pucu Airport,FMA
FMC,Five Mile,FMC
FME,Tipton AAF,FME
FMG,Flamingo,FMG
FMH,Otis AFB,FMH
FMI,Kalemie Airport,FMI
FMM,Memmingen Allgau Airport,FMM
FMN,Four Corners Regional Airport,FMN
FMO,Munster Osnabruck International Airport,FMO
FMS,Municipal,FMS
FMY,Page Field,FMY
FNA,Lungi International Airport,FNA
FNB,Neubrandenburg,FNB
FNC,Madeira Airport,FNC
FNE,Fane,FNE
FNG,Fada Ngourma,FNG
FNH,Fincha,FNH
FNI,Garons Airport,FNI
FNJ,Pyongyang Sunan International Airport,FNJ
FNK,Fin Creek,FNK
FNL,Municipalcipal Airport,FNL
FNR,SPB,FNR
FNT,Bishop International Airport,FNT
FOA,Foula,FOA
FOB,Fort Bragg,FOB
FOC,Changle International Airport,FOC
FOD,Fort Dodge Airport,FOD
FOE,Forbes Field,TOP
FOG,Gino Lisa,FOG
FOK,Suffolk County,FOK
FOM,Foumban,FOM
FON,Fortuna Airport,FON
FOO,Numfoor,FOO
FOP,Morris AAF,FOP
FOR,Pinto Martins Airport,FOR
FOS,Forrest,FOS
FOT,Forster,FOT
FOU,Fougamou,FOU
FOX,Fox,FOX
FOY,Foya,FOY
FPO,Grand Bahama International Airport,FPO
FPR,St Lucie County,FPR
FPY,Perry-Foley,FPY
FRA,Frankfurt Airport,FRA
FRB,Forbes,FRB
FRC,Franca,FRC
FRD,Friday Harbor Airport,FRD
FRE,Fera Island Airport,FRE
FRG,Republic Field,FRG
FRH,Municipal,FRH
FRI,Marshall AAF,FRI
FRK,Fregate Island,FRK
FRL,Luigi Ridolfi,FRL
FRM,Fairmont,FRM
FRN,Bryant AAF,FRN
FRO,Flora Airport,FRO
FRP,Fresh Water Bay,FRP
FRQ,Feramin,FRQ
FRR,Front Royal-Warren County,FRR
FRS,Santa Elena Airport,FRS
FRT,Frutillar,FRT
FRU,Manas International Airport,FRU
FRW,Francistown Airport,FRW
FRY,Fryeburg,FRY
FRZ,Fritzlar Airbase,FRZ
FSC,Sud Corse Airport,FSC
FSD,Sioux Falls Regional Airport (Joe Foss Field),FSD
FSI,Henry Post AAF,FSI
FSK,Municipal,FSK
FSL,Fossil Downs,FSL
FSM,Fort Smith Regional Airport,FSM
FSN,Haley AAF,FSN
FSP,Saint Pierre Airport,FSP
FSS,Kinloss,FSS
FST,Pecos County,FST
FSU,Fort Sumner,FSU
FTA,Futuna Airport,FTA
FTE,El Calafate Airport,FTE
FTI,Fitiuta,FTI
FTK,Godman AAF,FTK
FTL,Fortuna Ledge,FTL
FTU,Marillac Airport,FTU
FTW,Meacham Field,FTW
FTX,Owando,FTX
FTY,Fulton County,ATL
FUB,Fulleborn,FUB
FUE,Fuerteventura Airport,FUE
FUG,Fuyang Airport,FUG
FUJ,Fukue Airport,FUJ
FUK,Fukuoka Airport,FUK
FUL,Municipal,FUL
FUM,Fuma,FUM
FUN,Funafuti Atol International Airport,FUN
FUO,Fuoshan Airport,FUO
FUT,Futuna Island,FUT
FVL,Flora Valey,FVL
FVR,Forrest River Airport,FVR
FWA,Fort Wayne International Airport,FWA
FWH,Fort Worth NAS Jrb/Carswell Field,DFW
FWL,Farewell,FWL
FWM,Heliport,FWM
FXM,Flaxman Island,FXM
FXO,Cuamba,FXO
FXY,Municipal,FXY
FYM,Municipal,FYM
FYT,Faya,FYT
FYU,Fort Yukon Airport,FYU
FYV,Municipal (Drake Field),FYV
FZO,Filton,FZO
GAA,Guamal,GAA
GAB,Gabbs,GAB
GAC,Gracias,GAC
GAD,Municipal,GAD
GAE,Gabes,GAE
GAF,Gafsa,GAF
GAG,Gage,GAG
GAH,Gayndah,GAH
GAI,Montgomery County,GAI
GAJ,Junmachi Airport,GAJ
GAK,Gakona,GAK
GAL,Edward G. Pitka Sr. Airport,GAL
GAM,Gambell Airport,GAM
GAN,Gan/Seenu Airport,GAN
GAO,Los Canos Airport,GAO
GAP,Gusap,GAP
GAQ,Gao,GAQ
GAR,Garaina,GAR
GAS,Garissa,GAS
GAT,Tallard,GAT
GAU,Lokpriya Gopinath Bordoloi International Airport,GAU
GAV,Gag Island,GAV
GAW,Gangaw,GAW
GAX,Gamba,GAX
GAY,Gaya Airport,GAY
GAZ,Guasopa,GAZ
GBA,Big Bay,GBA
GBB,Gabala International Airport,GBB
GBC,Gasuke,GBC
GBD,Great Bend,GBD
GBE,Sir Seretse Khama International Airport,GBE
GBF,Negarbo,GBF
GBG,Galesburg,GBG
GBH,Galbraith Lake,GBH
GBI,Auxiliary Airfield,GBI
GBJ,Les Bases,GBJ
GBK,Gbangbatok,GBK
GBL,Goulburn Island,GBL
GBM,Garbaharey,GBM
GBN,San Giovanni Rotondo,GBN
GBO,Baltimore Greenbelt T,BWI
GBP,Gamboola,GBP
GBR,Walter J. Koladza Airport,GBR
GBS,Port Fitzroy,GBS
GBT,Gorgon Airport,GBT
GBU,Khashm El Girba,GBU
GBV,Gibb River,GBV
GBZ,Great Barrier Island,GBZ
GCA,Guacamaya,GCA
GCC,Campbell County Airport,GCC
GCH,Gachsaran,GCH
GCI,Guernsey Airport,GCI
GCJ,Grand Central,JNB
GCK,Garden City Municipal Airport,GCK
GCM,Owen Roberts International Airport,GCM
GCN,National Park,GCN
GCV,Gravatai,GCV
GCY,Municipal,GCY
GDA,Gounda,GDA
GDC,Donaldson Center,GSP
GDD,Gordon Downs,GDD
GDE,Gode/Iddidole Airport,GDE
GDG,Magdagachi,GDG
GDH,Golden Horn Lodge SPB,GDH
GDI,Gordil,GDI
GDJ,Gandajika,GDJ
GDL,Don Miguel Hidal Y Costilla International Airport,GDL
GDM,Municipal,GDM
GDN,Gdansk Lech Walesa Airport,GDN
GDO,Vare Maria,GDO
GDP,Guadalupe,GDP
GDQ,Gondar Airport,GDQ
GDT,Grand Turk Island,GDT
GDV,Dawson Community Airport,GDV
GDW,Gladwin,GDW
GDX,Magadan Airport,GDX
GDZ,Gelendzik Airport,GDZ
GEA,Noumea Magenta Airport,NOU
GEB,Gebe,GEB
GEC,Gecitkale,GEC
GED,Sussex County,GED
GEE,George Town,GEE
GEF,Geva Airstrip,GEF
GEG,Spokane International Airport,GEG
GEI,Green Islands,GEI
GEK,Ganes Creek,GEK
GEL,Sepe Tiaraju,GEL
GEN,Oslo - Gardermoen Airport,GEN
GEO,Cheddi Jagan International Airport,GEO
GER,Rafael Cabrera Airport,GER
GES,General Santos International Airport,GES
GET,Geraldton Airport,GET
GEV,Gallivare Airport,GEV
GEW,Gewoia,GEW
GEX,Geelong,GEX
GEY,South Big Horn County,GEY
GFA,Malmstrom AFB,GTF
GFB,Togiak Fish,GFB
GFD,Pope Field,GFD
GFE,Grenfell,GFE
GFF,Griffith Airport,GFF
GFK,Grand Forks International Airport,GFK
GFL,Warren County,GFL
GFN,Grafton Airport,GFN
GFO,Bartica,GFO
GFR,Granville,GFR
GFY,Grootfontein,GFY
GGC,Lumbala,GGC
GGD,Gregory Downs,GGD
GGE,Georgetown,GGE
GGG,Gregg County Airport,GGG
GGL,Gilgal,GGL
GGN,Gagnoa,GGN
GGO,Guiglo,GGO
GGR,Garoe,GGR
GGS,Gobernador Gregores,GGS
GGT,Exuma International Airport,GGT
GGW,Glasgow International Airport,GGW
GHA,Noumerate Airport,GHA
GHB,Governor's Harbour Airport,GHB
GHC,Great Harbour,GHC
GHE,Garachine,GHE
GHF,Giebelstadt,GHF
GHM,Municipal,GHM
GHN,Guanghan,GHN
GHT,Ghat,GHT
GHU,Gualeguaychu,GHU
GIB,North Front Airport,GIB
GIC,Boigu Island,GIC
GID,Gitega,GID
GIF,Gilbert Field,GIF
GIG,Galeao Antonio Carlos Jobim International Airport,RIO
GII,Siguiri,GII
GIL,Gilgit Airport,GIL
GIM,Miele Mimbale,GIM
GIR,Girardot,GIR
GIS,Gisborne Airport,GIS
GIT,Geita,GIT
GIU,Sigiriya Slaf Base,GIU
GIY,Giyani,GIY
GIZ,Jazan Regional Airport,GIZ
GJA,Guanaja,GJA
GJL,Jijel Ferhat Abbas Airport,GJL
GJM,Guajara-Mirim,GJM
GJR,Gjogur,GJR
GJT,Grand Junction Regional Airport,GJT
GKA,Goroka Airport,GKA
GKE,Geilenkirchen,GKE
GKH,Gorkha,GKH
GKL,Great Keppel Island,GKL
GKN,Gulkana,GKN
GKO,Kongoboumba,GKO
GKT,Gatlinburg,GKT
GLA,Glasgow International Airport,GLA
GLC,Geladi,GLC
GLD,Renner Field,GLD
GLE,Municipal,GLE
GLF,Golfito Airport,GLF
GLG,Glengyle,GLG
GLH,Greenville Airport,GLH
GLI,Glen Innes,GLI
GLK,Galcaio,GLK
GLL,Klanten Airport,GLL
GLM,Glenormiston,GLM
GLN,Goulimime Airport,GLN
GLO,Gloucestershire,GLO
GLP,Gulgubip,GLP
GLQ,Glennallen,GLQ
GLR,Otsego County,GLR
GLS,Scholes Field,GLS
GLT,Gladstone Airport,GLT
GLV,Golovin Airport,GLV
GLW,Municipal,GLW
GLX,Galela,GLX
GLY,Goldsworthy,GLY
GLZ,Gilze-Rijen,GLZ
GMA,Gemena,GMA
GMB,Gambela Airport,GMB
GMC,Guerima,GMC
GME,Gomel Airport,GME
GMI,Gasmata Island,GMI
GMM,Gamboma,GMM
GMN,Greymouth,GMN
GMP,Gimpo International Airport,SEL
GMR,Gambier Island,GMR
GMS,Guimaraes,GMS
GMT,Granite Mountain,GMT
GMU,Greenville Downtown,GSP
GMV,Monument Valley,GMV
GMZ,La Gomera Airport,GMZ
GNA,Grodno Airport,GNA
GNB,Grenoble-Isere Airport,LYS
GND,Maurice Bishop International Airport,GND
GNG,Gooding,GNG
GNI,Green Island,GNI
GNM,Guanambi,GNM
GNN,Ghinnir,GNN
GNR,General Roca,GNR
GNS,Gunungsitoli Airport,GNS
GNT,Milan,GNT
GNU,Goodnews Bay,GNU
GNV,Gainesville Regional Airport,GNV
GNZ,Ghanzi,GNZ
GOA,Genoa Cristoforo Colombo Airport,GOA
GOB,Goba,GOB
GOC,Gora,GOC
GOE,Gonalia,GOE
GOF,Goodfellow AFB,SJT
GOG,Gobabis,GOG
GOH,Nuuk Airport,GOH
GOI,Dabolim Airport,GOI
GOJ,Nizhny Novgorod International Airport,GOJ
GOK,Guthrie,GOK
GOL,State,GOL
GOM,Goma Airport,GOM
GON,New London,GON
GOO,Goondiwindi,GOO
GOP,Gorakhpur Airport,GOP
GOQ,Golmud Airport,GOQ
GOR,Gore,GOR
GOS,Gosford,GOS
GOT,Goteborg Landvetter Airport,GOT
GOU,Garoua Airport,GOU
GOV,Nhulunbuy Airport,GOV
GOY,Amparai,GOY
GOZ,Gorna Oriahovitsa,GOZ
GPA,Araxos Airport,GPA
GPB,Tancredo Thomaz Faria,GPB
GPI,Guapi Airport,GPI
GPL,Guapiles,GPL
GPN,Garden Point,GPN
GPO,General Pico,GPO
GPS,Baltra Airport,GPS
GPT,Gulfport-Biloxi International Airport,GPT
GPZ,Grand Rapids,GPZ
GQQ,Galion,GQQ
GRA,Gamarra,GRA
GRB,Austin Straubel International Airport,GRB
GRC,Grand Cess,GRC
GRD,Greenwood,GRD
GRE,Municipal,GRE
GRF,Gray AAF,TIW
GRG,Gardez,GRG
GRH,Garuahi,GRH
GRI,Grand Island Airport,GRI
GRJ,George Airport,GRJ
GRK,Robert Gray Army Airfield,ILE
GRL,Garasa,GRL
GRM,Devils Track,GRM
GRN,Gordon,GRN
GRO,Girona-Costa Brava Airport,GRO
GRP,Gurupi,GRP
GRQ,Eelde Airport,GRQ
GRR,Gerald R. Ford International Airport,GRR
GRS,Baccarini,GRS
GRT,Gujrat,GRT
GRU,Sao Paulo-Guarulhos International Airport,SAO
GRV,Groznyy Airport,GRV
GRW,Graciosa Island Airport,GRW
GRX,Granada Airport,GRX
GRY,Grimsey,GRY
GRZ,Graz Airport,GRZ
GSA,Long Pasia,GSA
GSB,Seymour Johnson AFB,GSB
GSC,Gascoyne Junction,GSC
GSE,Gothenburg City Airport,GOT
GSH,Goshen,GSH
GSI,Guadalcanal,GSI
GSL,Taltheilei Narrows,GSL
GSM,Dayrestan Airport,GSM
GSN,Mount Gunson,GSN
GSO,Piedmont Triad International Airport,GSO
GSP,Greenville-Spartanburg International Airport,GSP
GSQ,Shark Elowainat,GSQ
GSR,Gardo,GSR
GSS,Sabi Sabi,GSS
GST,Gustavus Airport,GST
GSU,Gedaref,GSU
GSY,Binbrook,GSY
GTA,Gatokae Aerodrom,GTA
GTB,Genting,GTB
GTC,Green Turtle,GTC
GTE,Alyangula Airport,GTE
GTF,Great Falls International Airport,GTF
GTG,Municipal,GTG
GTI,Guettin,GTI
GTK,Sungei Tekai,GTK
GTN,Glentanner,MON
GTO,Tolotio Airport,GTO
GTR,Golden Triangle Regional Airport,UBS
GTS,Granites,GTS
GTT,Georgetown,GTT
GTW,Holesov,GTW
GTY,Gettysburg,GTY
GUA,La Aurora International Airport,GUA
GUB,Guerrero Negro,GUB
GUC,Gunnison Airport,GUC
GUD,Goundam,GUD
GUE,Guriaso,GUE
GUF,Edwards,GUF
GUG,Guari,GUG
GUH,Gunnedah,GUH
GUI,Guiria,GUI
GUJ,Guaratingueta,GUJ
GUL,Goulburn,GUL
GUM,A.B. Won Pat International Airport,GUM
GUN,Gunter AFB,MGM
GUO,Gualaco,GUO
GUP,Senator Clark,GUP
GUQ,Guanare,GUQ
GUR,Gurney Airport,GUR
GUS,Grissom AFB,GUS
GUT,Guetersloh,GUT
GUU,Grundarfjordur,GUU
GUV,Mougulu,GUV
GUW,Atyrau Airport,GUW
GUX,Guna,GUX
GUY,Guymon,GUY
GUZ,Guarapari,QDL
GVA,Geneve Airport,GVA
GVE,Municipal,GVE
GVI,Green River,GVI
GVL,Lee Gilmer Memorial,GVL
GVP,Greenvale,GVP
GVR,Governador Valadares Airport,GVR
GVT,Majors Field,GVT
GVW,Richards-Gebaur,GVW
GVX,Sandviken,GVX
GWA,Gwa,GWA
GWD,Gwadar Airport,GWD
GWE,Gweru,GWE
GWL,Gwalior Airport,GWL
GWN,Gnarowein,GWN
GWO,Leflore,GWO
GWS,Glenwood Springs,GWS
GWT,Westerland - Sylt Airport,GWT
GWV,Glendale,GWV
GWY,Carnmore,GWY
GXF,Seiyun,GXF
GXG,Negage,GXG
GXQ,Ten. Vidal,GXQ
GXX,Yagoua,GXX
GXY,Weld County,GXY
GYA,Guayaramerin Airport,GYA
GYD,Heydar Aliyev International Airport,BAK
GYE,Jose Joaquin de Olmedo Airport,GYE
GYI,Gisenyi,GYI
GYL,Argyle,GYL
GYM,Gen Jose M Yanez,GYM
GYN,Santa Genoveva Airport,GYN
GYP,Gympie,GYP
GYR,Litchfield,GYR
GYS,Guang Yuan Airport,GYS
GYY,Gary/Chicago International,GYY
GZA,Gaza - Yaser Arafat International Airport,GZA
GZI,Ghazni,GZI
GZM,Gozo Heliport,GZM
GZO,Gizo Airport,GZO
GZP,Gazipasa Airport,GZP
GZT,Gaziantep Airport,GZT
GZW,Ghazvin,GZW
HAA,Hasvik Airport,HAA
HAB,Marion County,HAB
HAC,Hachijo Jima Airport,HAC
HAD,Halmstad Airport,HAD
HAE,Havasupai,HAE
HAF,Half Moon,HAF
HAH,Prince Said Ibrahim Internatonal Airport,YVA
HAI,Dr Haines,HAI
HAJ,Hannover Airport,HAJ
HAK,Haikou Airport,HAK
HAL,Halali,HAL
HAM,Hamburg Airport,HAM
HAN,Noi Bai International Airport,HAN
HAO,Hamilton,HAO
HAP,Long Island,HAP
HAQ,Hanimaadhoo Airport,HAQ
HAR,Capital City,HAR
HAS,Hail Airport,HAS
HAT,Heathlands,HAT
HAU,Haugesund Airport,HAU
HAV,Jose Marti International Airport,HAV
HAW,Haverfordwest,HAW
HAX,Hatbox Field,MKO
HAY,Haycock,HAY
HAZ,Hatzfeldthaven,HAZ
HBA,Hobart International Airport,HBA
HBB,Industrial Airpark,HOB
HBC,Hanus Bay,HBC
HBD,Habi,HBD
HBE,Borg El Arab Airport,ALY
HBG,The Hattiesburg-Bobby L. Chain Mun.,HBG
HBH,Hobart Bay,HBH
HBI,Harbour Island,HBI
HBN,Flamingo,HBN
HBO,Municipal,HBO
HBR,Hobart,HBR
HBT,Hafr Albatin,HRI
HBX,Hubli Airport,HBX
HCA,Howard County,HCA
HCB,Shoal Cove,HCB
HCC,Columbia County,HCC
HCM,Eil,HCM
HCN,Hengchun,HCN
HCQ,Halls Creek,HCQ
HCR,Holy Cross Airport,HCR
HCW,Cheraw,HCW
HDA,Hidden Falls,HDA
HDB,Heidelberg,HDB
HDD,Hyderabad,HDD
HDE,Brewster Field,HDE
HDF,Heringsdorf Airport,HDF
HDH,Dillingham Airfield,HDH
HDM,Hamadan Airport,HDM
HDN,Yampa Valley Airport,HDN
HDR,Havadarya,HDR
HDS,Hoedspruit Airport,HDS
HDY,Hat Yai International Airport,HDY
HEA,Herat International Airport,HEA
HEB,Henzada,HEB
HED,Herendeen,HED
HEE,Thompson-Robbins,HEE
HEH,Heho Airport,HEH
HEI,Heide-Buesum,HEI
HEK,Heihe Airport,HEK
HEL,Helsinki-Vantaa Airport,HEL
HEM,Helsinki-malmi,HEL
HEN,Hendon,HEL
HEO,Haelogo,HEO
HER,Heraklion Airport,HER
HES,State,HES
HET,Hohhot Baita International Airport,HET
HEV,Huelva,HEV
HEX,Santo Domingo Herrera,SDQ
HEY,Hanchey Army Heliport,OZR
HEZ,Hardy-Anders,HEZ
HFA,Haifa Airport,HFA
HFD,Brainard,HFD
HFE,Hefei Xinqiao Airport,HFE
HFF,Mackall AAF,HFF
HFN,Hornafjordur,HFN
HFS,Hagfors Airport,HFS
HFT,Hammerfest Airport,HFT
HGA,Hargeisa Airport,HGA
HGD,Hughenden,HGD
HGH,Hangzhou Xiaoshan International Airport,HGH
HGI,Higlieg,HGI
HGL,Helgoland,HGL
HGN,Mae Hong Son Airport,HGN
HGO,Korhogo Airport,HGO
HGR,Wash. County Regional Airport,HGR
HGS,Hastings,FNA
HGT,Hunter AAF,HGT
HGU,Mount Hagen Airport,HGU
HGZ,Hogatza,HGZ
HHE,Hachinohe,HHE
HHH,Hilton Head Airport,HHH
HHI,Wheeler AFB,HHI
HHN,Frankfurt - Hahn Airport,FRA
HHP,H K Heliport,HKG
HHQ,Hua Hin Airport,HHQ
HHR,Hawthorne,HHR
HHZ,Hikueru,HHZ
HIB,Chisholm Airport,HIB
HID,Horn Island Airport,HID
HIE,Regional,HIE
HIF,Hill AFB,OGD
HIG,Highbury,HIG
HIH,Hook Island,HIH
HII,Municipal,HII
HIJ,Hiroshima Airport,HIJ
HIK,Hickam AFB,HNL
HIL,Shillavo,HIL
HIM,Hingurakgoda,HIM
HIN,Sacheon Airport,HIN
HIO,Portland,HIO
HIP,Headingly,HIP
HIR,Honiara International Airport,HIR
HIS,Hayman Island,HIS
HIT,Haivaro,HIT
HIW,Hiroshima West,HIJ
HJJ,Zhijiang Airport,HJJ
HJR,Khajuraho Airport,HJR
HJT,Khujirt,HJT
HKA,Municipal,BYH
HKB,Healy Lake,HKB
HKD,Hakodate Airport,HKD
HKG,Hong Kong International Airport,HKG
HKK,Hokitika Airport,HKK
HKN,Hoskins Airport,HKN
HKS,Hawkins Field,JAN
HKT,Phuket International Airport,HKT
HKV,Haskovo,HKV
HKY,Hickory,HKY
HLA,Lanseria International Airport,JNB
HLB,Hillenbrand,HLB
HLC,Hill City,HLC
HLD,Hulunbuir Hailar Airport,HLD
HLF,Hultsfred - Vimmerby,HLF
HLG,Ohio County,HLG
HLH,Ulanhot Airport,HLH
HLI,Hollister,HLI
HLL,Hillside,HLL
HLM,Park Township,HLM
HLN,Helena Regional Airport,HLN
HLP,Halim Perdanakusuma Airport,JKT
HLR,Fort Hood AAF,ILE
HLS,St Helens,HLS
HLT,Hamilton,HLT
HLU,Houailou,HLU
HLV,Helenvale,HLV
HLW,Hluhluwe,HLW
HLY,Anglesey Airport,HLY
HLZ,Hamilton International Airport,HLZ
HMA,Khanty-Mansiysk Airport,HMA
HME,Oued Irara Airport,HME
HMG,Hermannsburg,HMG
HMI,Hami Airport,HMI
HMJ,Khmelnitskiy,HMJ
HMN,Holloman AFB,ALM
HMO,Gen Pesqueira Garcia Airport,HMO
HMR,Hamar Airport,HMR
HMT,Ryan Field,HMT
HMV,Hemavan Airport,HMV
HNA,Hanamaki Airport,HNA
HNB,Municipal,HNB
HNC,Hatteras,HNC
HND,Haneda Airport,TYO
HNE,Tahneta Pass,HNE
HNG,Hienghene,HNG
HNH,Hoonah Airport,HNH
HNI,Heiweni,HNI
HNL,Honolulu International Airport,HNL
HNM,Hana Airport,HNM
HNN,Honinabi,HNN
HNS,Haines Municipal Airport,HNS
HNX,Hanna,HNX
HNY,Hengyang Nanyue Airport,HNY
HOA,Hola,HOA
HOB,Lea County Airport,HOB
HOC,Komako,HOC
HOD,Hodeidah Airport,HOD
HOE,Houeisay,HOE
HOF,Al-Ahsa Airport,HOF
HOG,Frank Pais Airport,HOG
HOH,Hohenems-Dornbirn,HOH
HOI,Hao Island,HOI
HOK,Hooker Creek,HOK
HOL,Holikachu,HOL
HOM,Homer Airport,HOM
HON,Howes,HON
HOO,Nhon Co,HOO
HOP,Campbell AAF,HOP
HOQ,Hof,HOQ
HOR,Horta Airport,HOR
HOS,Oscar Reguera,HOS
HOT,Memorial Field,HOT
HOU,William P. Hobby Airport,HOU
HOV,Hovden Airport,HOV
HOW,Howard AFB,HOW
HOX,Homalin Airport,HOX
HOY,Hoy Island,HOY
HPB,Hooper Bay Airport,HPB
HPE,Hope Vale,HPE
HPH,Cat Bi International Airport,HPH
HPT,Municipal,HPT
HPV,Princeville,LIH
HPY,Baytown Airport,HPY
HQM,Bowerman,HQM
HRA,Mansehra,HRA
HRB,Harbin Taiping International Airport,HRB
HRC,Zhairem,HRC
HRE,Harare International Airport,HRE
HRG,Hurghada International Airport,HRG
HRJ,Chaurjhari,HRJ
HRK,Kharkov Airport,HRK
HRL,Valley International Airport,HRL
HRN,Heliport,HRN
HRO,Boone County Airport,HRO
HRR,Herrera,HRR
HRS,Harrismith Airport,HRS
HRT,Linton-On-Ouse,HRT
HRY,Henbury,HRY
HRZ,Horizontina,HRZ
HSB,Raleigh,HSB
HSC,Shaoguan,HSC
HSG,Saga Airport,HSG
HSH,Henderson Executive,LAS
HSI,Hastings,HSI
HSK,Huesca-Pirineos,HSK
HSL,Huslia Airport,HSL
HSM,Horsham,HSM
HSN,Putuoshan Airport,HSN
HSP,Ingalls Field,HSP
HSS,Hissar,HSS
HST,AFB,HST
HSV,Huntsville International Airport,HSV
HSZ,Hsinchu,HSZ
HTA,Chita Airport,HTA
HTB,Terre-de-Bas,HTB
HTG,Hatanga Airport,HTG
HTH,Hawthorne,HTH
HTI,Hamilton Island Airport,HTI
HTL,Roscommon County,HTL
HTM,Khatgal,HTM
HTN,Hotan Airport,HTN
HTO,East Hampton,HTO
HTR,Hateruma,HTR
HTS,Tri-State/Milton Airport,HTS
HTU,Hopetoun,HTU
HTW,Lawrence County Airpark,HTW
HTZ,Hato Corozal,HTZ
HUA,Redstone AAF,HSV
HUB,Humbert River,HUB
HUC,Humacao Airport,HUC
HUD,Humboldt,HUD
HUE,Humera Airport,HUE
HUF,Hulman Field,HUF
HUG,Huehuetenango,HUG
HUH,Huahine Airport,HUH
HUI,Phu Bai International Airport,HUI
HUJ,Hugo,HUJ
HUK,Hukuntsi,HUK
HUL,International,HUL
HUM,Terrebonne,HUM
HUN,Hualien Airport,HUN
HUQ,Houn,HUQ
HUS,Hughes Municipal Airport,HUS
HUT,Hutchinson,HUT
HUU,Huanuco Airport,HUU
HUV,Hudiksvall,HUV
HUX,Huatulco Airport,HUX
HUY,Humberside Airport,HUY
HUZ,Huizhou Airport,HUZ
HVA,Analalava,HVA
HVB,Hervey Bay Airport,HVB
HVD,Khovd Airport,HVD
HVE,Intermediate,HVE
HVG,Valan Airport,HVG
HVK,Holmavik,HVK
HVN,New Haven Airport,HVN
HVR,Havre City County Airport,HVR
HVS,Municipal,HVS
HWA,Hawabango,HWA
HWD,Hayward Executive Airport,HWD
HWI,SPB,HWI
HWK,Wilpena Pound,HWK
HWN,Hwange Nat Park,HWN
HWO,North Perry,HWO
HXX,Hay,HXX
HYA,Barnstable Municipal Airport,HYA
HYC,High Wycombe,HYC
HYD,Rajiv Gandhi International Airport,HYD
HYF,Hayfields,HYF
HYG,Hydaburg Sea Plane Base,HYG
HYL,SPB,HYL
HYN,Luqiao Airport,HYN
HYR,Municipal,HYR
HYS,Hays Municipal Airport,HYS
HYV,Hyvinkaa,HYV
HZB,Merville/Calonne,HZB
HZG,Hanzhong Airport,HZG
HZH,Liping Airport,HZH
HZK,Husavik,HZK
HZL,Hazleton,HZL
HZV,Hazyview,HZV
IAA,Igarka Airport,IAA
IAB,Mcconnell AFB,ICT
IAD,Washington Dulles International Airport,WAS
IAG,Niagara Falls International Airport,IAG
IAH,George Bush Intercontinental Airport,HOU
IAM,In Amenas Airport,IAM
IAN,Bob Baker Memorial Airport,IAN
IAQ,Bahregan,IAQ
IAR,Tunoshna Airport,IAR
IAS,Iasi Airport,IAS
IAU,Iaura,IAU
IBA,Ibadan Airport,IBA
IBE,Ibague Airport,IBE
IBI,Iboki,IBI
IBL,Indigo Bay Lodge,IBL
IBO,Ibo,IBO
IBP,Iberia,IBP
IBZ,Ibiza Airport,IBZ
ICA,Icabaru,ICA
ICI,Cicia,ICI
ICK,Nieuw Nickerie,ICK
ICL,Municipal,ICL
ICN,Incheon International Airport,SEL
ICO,Sicogon Island,ICO
ICR,Nicaro,ICR
ICT,Wichita Dwight D. Eisenhower National Airport,ICT
ICY,Icy Bay,ICY
IDA,Idaho Falls Regional Airport,IDA
IDB,Idre,IDB
IDC,Ila Da Chilonzuene,IDC
IDF,Idiofa,IDF
IDG,Municipal,IDG
IDI,ndiana County Airport (Jimmy Stewart Field),IDI
IDK,Indulkana,IDK
IDN,Indagen,IDN
IDO,Rio,IDO
IDP,Independence,IDP
IDR,Devi Ahilya Bai Holkar Airport,IDR
IEG,Zielona Gora-Babimost Airport,IEG
IEJ,Iejima,IEJ
IES,Riesa,IES
IEV,Kyiv International Airport,IEV
IFA,Iowa Falls,IFA
IFF,Iffley,IFF
IFH,Hesa,IFH
IFJ,Isafjordur Airport,IFJ
IFL,Innisfail,IFL
IFN,Isfahan International Airport,IFN
IFO,Ivano-Frankovsk Airport,IFO
IFP,Laughlin Bullhead International Airport,IFP
IGA,Inagua Airport,IGA
IGB,Ingeniero Jacobacci,IGB
IGE,Iguela,IGE
